,name,description,longitude,latitude,category,country
163444,Tubu Fois,,124.606111,-9.452222,Natural Landmark,Indonesia
163445,Tubu Fote,,124.607778,-9.278889,Natural Landmark,Indonesia
163446,Tubu Fote,,124.613889,-9.384167,Natural Landmark,Indonesia
163447,Tubu Foutben,,124.766389,-9.686111,Natural Landmark,Indonesia
163448,Tubu Fuiwaniwen,,124.963056,-9.094722,Natural Landmark,Indonesia
163449,Tubu Habuaren,,124.919722,-9.035833,Natural Landmark,Indonesia
163450,Tubu Haheob,,124.430278,-9.411944,Natural Landmark,Indonesia
163451,Tubu Hanuf,,124.2175,-9.482778,Natural Landmark,Indonesia
163452,Tubu Haufo,,124.598889,-9.288611,Natural Landmark,Indonesia
163453,Tubu Haukilo,,123.846389,-9.568889,Natural Landmark,Indonesia
163454,Tubu Haumini,,124.1075,-9.441111,Natural Landmark,Indonesia
163455,Tubu Hauteas,,124.621667,-9.324722,Natural Landmark,Indonesia
163456,Tubu Humau,,123.966667,-9.7,Natural Landmark,Indonesia
163457,Tubu Humon,,124.018056,-9.465278,Natural Landmark,Indonesia
163458,Tubu Hunael,,123.772222,-9.562778,Natural Landmark,Indonesia
163459,Tubu Hunif,,124.219167,-9.455556,Natural Landmark,Indonesia
163460,Tubu Ijauleu,,124.5366,-9.6038,Natural Landmark,Indonesia
163461,Tubu Insan,,124.221944,-9.384167,Natural Landmark,Indonesia
163462,Tubu Iraauleo,,124.5554,-9.5994,Natural Landmark,Indonesia
163463,Tubu Junkas,,124.421944,-9.4,Natural Landmark,Indonesia
163464,Tubu Kabula,,124.6004,-9.5582,Natural Landmark,Indonesia
163465,Tubu Kaiso,,124.210556,-9.468333,Natural Landmark,Indonesia
163466,Tubu Kakautreni,,124.990278,-9.066944,Natural Landmark,Indonesia
163467,Tubu Kakua,,124.026389,-9.397778,Natural Landmark,Indonesia
163468,Tubu Kalmale,,123.768611,-9.585,Natural Landmark,Indonesia
163469,Tubu Kanka,,124.546667,-9.311944,Natural Landmark,Indonesia
163470,Tubu Keukobe,,123.801944,-9.571667,Natural Landmark,Indonesia
163471,Tubu Kifu,,124.001389,-9.475833,Natural Landmark,Indonesia
163472,Tubu Kisan,,123.913889,-9.473889,Natural Landmark,Indonesia
163473,Tubu Kiumakono,,124.155,-9.456389,Natural Landmark,Indonesia
163474,Tubu Klalis,,123.758333,-9.620833,Natural Landmark,Indonesia
163475,Tubu Kmusa,,124.525833,-9.315833,Natural Landmark,Indonesia
163476,Tubu Kniti,,124.203611,-9.464444,Natural Landmark,Indonesia
163477,Tubu Kobeh,,124.220556,-9.425278,Natural Landmark,Indonesia
163478,Tubu Kokam,,124.203333,-9.454444,Natural Landmark,Indonesia
163479,Tubu Kolka,,124.203611,-9.459444,Natural Landmark,Indonesia
163480,Tubu Koni,,124.526944,-9.301944,Natural Landmark,Indonesia
163481,Tubu Kotamanaman,,124.903333,-9.028056,Natural Landmark,Indonesia
163482,Tubu Kuafenu,,124.1975,-9.491111,Natural Landmark,Indonesia
163483,Tubu Kuafeum,,124.6044,-9.5541,Natural Landmark,Indonesia
163484,Tubu Kuaken,,124.5544,-9.552,Natural Landmark,Indonesia
163485,Tubu Kuamuk,,124.149444,-9.474167,Natural Landmark,Indonesia
163486,Tubu Kuaniki,,124.568333,-9.31,Natural Landmark,Indonesia
163487,Tubu Kufiu,,124.590556,-9.464444,Natural Landmark,Indonesia
163488,Tubu Kutium,,124.616,-9.5439,Natural Landmark,Indonesia
163489,Tubu Lais,,124.202778,-9.420833,Natural Landmark,Indonesia
163490,Tubu Laisahe,,124.888056,-9.031111,Natural Landmark,Indonesia
163491,Tubu Lalik,,124.003611,-9.482222,Natural Landmark,Indonesia
163492,Tubu Lansese,,124.595833,-9.459722,Natural Landmark,Indonesia
163493,Tubu Letefnau,,124.5679,-9.5891,Natural Landmark,Indonesia
163494,Tubu Letneo,,124.6146,-9.5132,Natural Landmark,Indonesia
163495,Tubu Leuknipe,,124.605833,-9.204167,Natural Landmark,Indonesia
163496,Tubu Leuknipe,,124.606111,-9.204167,Natural Landmark,Indonesia
163497,Tubu Liubani,,124.5571,-9.571,Natural Landmark,Indonesia
163498,Tubu Lujam,,124.185,-9.448611,Natural Landmark,Indonesia
163499,Tubu Lulih,,124.243333,-9.426944,Natural Landmark,Indonesia
163500,Tubu Lunu,,124.6,-9.9,Natural Landmark,Indonesia
163501,Tubu Mamlasi,,124.117222,-9.446944,Natural Landmark,Indonesia
163502,Tubu Manib,,124.190833,-9.431944,Natural Landmark,Indonesia
163503,Tubu Manlian,,124.061944,-9.449444,Natural Landmark,Indonesia
163504,Tubu Manmean,,124.867222,-9.488056,Natural Landmark,Indonesia
163505,Tubu Mansin,,124.5502,-9.5773,Natural Landmark,Indonesia
163506,Tubu Manuef,,124.052778,-9.401389,Natural Landmark,Indonesia
163507,Tubu Manuoef,,124.0875,-9.420278,Natural Landmark,Indonesia
163508,Tubu Matutab,,124.75,-9.8375,Natural Landmark,Indonesia
163509,Tubu Maun,,124.269167,-9.468056,Natural Landmark,Indonesia
163510,Tubu Mausak,,123.725,-9.618611,Natural Landmark,Indonesia
163511,Tubu Menu,,124.7393283,-9.8703623,Natural Landmark,Indonesia
163512,Tubu Metnoin,,124.014444,-9.475556,Natural Landmark,Indonesia
163513,Tubu Mili,,124.794167,-9.653611,Natural Landmark,Indonesia
163514,Tubu Molo,,124.81,-9.629444,Natural Landmark,Indonesia
163515,Tubu Monas,,124.614167,-9.299167,Natural Landmark,Indonesia
163516,Tubu Nabona,,124.194444,-9.443611,Natural Landmark,Indonesia
163517,Tubu Naenin,,124.6049,-9.5412,Natural Landmark,Indonesia
163518,Tubu Naetasik,,124.839722,-9.631944,Natural Landmark,Indonesia
163519,Tubu Naikake,,124.146111,-9.450833,Natural Landmark,Indonesia
163520,Tubu Naiktee,,124.576389,-9.400278,Natural Landmark,Indonesia
163521,Tubu Nailete,,123.841944,-9.580278,Natural Landmark,Indonesia
163522,Tubu Naimau,,123.831944,-9.506944,Natural Landmark,Indonesia
163523,Tubu Nainatun,,124.07,-9.401944,Natural Landmark,Indonesia
163524,Tubu Naisaba,,124.005,-9.406389,Natural Landmark,Indonesia
163525,Tubu Naitoko,,124.033056,-9.478611,Natural Landmark,Indonesia
163526,Tubu Naituna,,124.356944,-9.436389,Natural Landmark,Indonesia
163527,Tubu Nasbulisain,,123.998333,-9.3975,Natural Landmark,Indonesia
163528,Tubu Neftul,,124.028611,-9.482778,Natural Landmark,Indonesia
163529,Tubu Nenomat,,124.038056,-9.464444,Natural Landmark,Indonesia
163530,Tubu Neofleo,,124.175833,-9.489722,Natural Landmark,Indonesia
163531,Tubu Neonbat,,124.5279,-9.5795,Natural Landmark,Indonesia
163532,Tubu Neonomolo,,124.055,-9.379444,Natural Landmark,Indonesia
163533,Tubu Nepomat,,123.868889,-9.502778,Natural Landmark,Indonesia
163534,Tubu Netensesan,,123.865278,-9.555278,Natural Landmark,Indonesia
163535,Tubu Netpala,,124.121667,-9.420556,Natural Landmark,Indonesia
163536,Tubu Nifumnasih,,124.237222,-9.409167,Natural Landmark,Indonesia
163537,Tubu Nifun,,123.715278,-9.602778,Natural Landmark,Indonesia
163538,Tubu Nikuknutu,,123.788889,-9.574722,Natural Landmark,Indonesia
163539,Tubu Nisfaki,,124.103889,-9.4925,Natural Landmark,Indonesia
163540,Tubu Niuktet,,124.5458,-9.571,Natural Landmark,Indonesia
163541,Tubu Nomsam,,123.729444,-9.599167,Natural Landmark,Indonesia
163542,Tubu Nuamolo,,124.222222,-9.471944,Natural Landmark,Indonesia
163543,Tubu Nuauni,,124.535556,-9.29,Natural Landmark,Indonesia
163544,Tubu Nukkolo,,124.075,-9.432222,Natural Landmark,Indonesia
163545,Tubu Nukkolo,,124.053333,-9.484167,Natural Landmark,Indonesia
163546,Tubu Nulopo,,124.606667,-9.395,Natural Landmark,Indonesia
163547,Tubu Numanu,,124.394167,-9.483611,Natural Landmark,Indonesia
163548,Tubu Nunete,,124.361111,-9.439722,Natural Landmark,Indonesia
163549,Tubu Nuntae,,124.775,-9.610278,Natural Landmark,Indonesia
163550,Tubu Nunutais,,123.792778,-9.603889,Natural Landmark,Indonesia
163551,Tubu Nusuana,,124.040833,-9.408333,Natural Landmark,Indonesia
163552,Tubu Oeapun,,124.034167,-9.390833,Natural Landmark,Indonesia
163553,Tubu Oebelo,,124.595,-9.347778,Natural Landmark,Indonesia
163554,Tubu Oebeloh,,124.1975,-9.449444,Natural Landmark,Indonesia
163555,Tubu Oebkin,,124.5463,-9.5457,Natural Landmark,Indonesia
163556,Tubu Oefau,,124.366667,-9.933333,Natural Landmark,Indonesia
163557,Tubu Oefun,,124.097222,-9.488611,Natural Landmark,Indonesia
163558,Tubu Oehaunaek,,124.666389,-9.225556,Natural Landmark,Indonesia
163559,Tubu Oehium,,124.575278,-9.313611,Natural Landmark,Indonesia
163560,Tubu Oelatimo,,124.014167,-9.448333,Natural Landmark,Indonesia
163561,Tubu Oelelot,,124.171389,-9.4825,Natural Landmark,Indonesia
163562,Tubu Oelnailau,,123.726111,-9.594167,Natural Landmark,Indonesia
163563,Tubu Oemeniku,,124.181944,-9.496111,Natural Landmark,Indonesia
163564,Tubu Oemeok,,124.643056,-9.135278,Natural Landmark,Indonesia
163565,Tubu Oenhua,,124.560278,-9.396944,Natural Landmark,Indonesia
163566,Tubu Oentasa,,123.733333,-9.603333,Natural Landmark,Indonesia
163567,Tubu Oepatuk,,124.641389,-9.176944,Natural Landmark,Indonesia
163568,Tubu Oereo,,124.661667,-9.135,Natural Landmark,Indonesia
163569,Tubu Oetanas,,124.384722,-9.383611,Natural Landmark,Indonesia
163570,Tubu Oetias,,124.758611,-9.8125,Natural Landmark,Indonesia
163571,Tubu Oetium,,124.565833,-9.397222,Natural Landmark,Indonesia
163572,Tubu Okaien,,124.698333,-9.191667,Natural Landmark,Indonesia
163573,Tubu Pais,,124.601667,-9.384444,Natural Landmark,Indonesia
163574,Tubu Palak,,124.5626,-9.5559,Natural Landmark,Indonesia
163575,Tubu Palaman,,124.626944,-9.416111,Natural Landmark,Indonesia
163576,Tubu Pangkafel,,124.560833,-9.204167,Natural Landmark,Indonesia
163577,Tubu Pangkafel,,124.561111,-9.204167,Natural Landmark,Indonesia
163578,Tubu Papi,,124.7975,-9.671944,Natural Landmark,Indonesia
163579,Tubu Pargia,,124.499167,-9.194167,Natural Landmark,Indonesia
163580,Tubu Patebaki,,123.746667,-9.62,Natural Landmark,Indonesia
163581,Tubu Pene,,123.795556,-9.536389,Natural Landmark,Indonesia
163582,Tubu Peol,,124.405278,-9.381667,Natural Landmark,Indonesia
163583,Tubu Pika,,124.008056,-9.379167,Natural Landmark,Indonesia
163584,Tubu Poateno,,124.601944,-9.413611,Natural Landmark,Indonesia
163585,Tubu Pope,,124.558056,-9.479444,Natural Landmark,Indonesia
163586,Tubu Popo,,123.806389,-9.521667,Natural Landmark,Indonesia
163587,Tubu Poti,,123.786111,-9.554444,Natural Landmark,Indonesia
163588,Tubu Rariti,,124.9125,-9.038611,Natural Landmark,Indonesia
163589,Tubu Sahan,,123.808889,-9.515,Natural Landmark,Indonesia
163590,Tubu Saken,,124.025,-9.421389,Natural Landmark,Indonesia
163591,Tubu Sakutuinan,,124.043889,-9.391667,Natural Landmark,Indonesia
163592,Tubu Salboe,,124.773611,-9.760833,Natural Landmark,Indonesia
163593,Tubu Sambat,,124.751944,-9.677778,Natural Landmark,Indonesia
163594,Tubu Sarabau,,124.997222,-9.079722,Natural Landmark,Indonesia
163595,Tubu Sasi,,124.361667,-9.425278,Natural Landmark,Indonesia
163596,Tubu Sean,,124.579722,-9.394167,Natural Landmark,Indonesia
163597,Tubu Sekon,,124.559167,-9.259444,Natural Landmark,Indonesia
163598,Tubu Sepen,,124.79,-9.684167,Natural Landmark,Indonesia
163599,Tubu Sian,,124.6001,-9.5492,Natural Landmark,Indonesia
163600,Tubu Sianah,,124.629167,-9.3975,Natural Landmark,Indonesia
163601,Tubu Silfut,,124.073056,-9.404722,Natural Landmark,Indonesia
163602,Tubu Sirane,,124.955833,-9.077222,Natural Landmark,Indonesia
163603,Tubu Snoan,,124.1425,-9.489444,Natural Landmark,Indonesia
163604,Tubu Sukun,,123.744444,-9.611389,Natural Landmark,Indonesia
163605,Tubu Suspina,,124.510278,-9.2925,Natural Landmark,Indonesia
163606,Tubu Suuf,,124.786111,-9.614167,Natural Landmark,Indonesia
163607,Tubu Suwinto,,124.249444,-9.414722,Natural Landmark,Indonesia
163608,Tubu Tamel,,124.066389,-9.439167,Natural Landmark,Indonesia
163609,Tubu Tanah,,123.789167,-9.543611,Natural Landmark,Indonesia
163610,Tubu Tanas,,124.155556,-9.471944,Natural Landmark,Indonesia
163611,Tubu Tanmuit,,124.590278,-9.273333,Natural Landmark,Indonesia
163612,Tubu Tapene,,124.202222,-9.445556,Natural Landmark,Indonesia
163613,Tubu Tauli,,124.558056,-9.288611,Natural Landmark,Indonesia
163614,Tubu Tef,,124.737222,-9.155,Natural Landmark,Indonesia
163615,Tubu Tenmuti,,124.595833,-9.410833,Natural Landmark,Indonesia
163616,Tubu Teoklolo,,124.701111,-9.2325,Natural Landmark,Indonesia
163617,Tubu Tobir,,124.951944,-9.121389,Natural Landmark,Indonesia
163618,Tubu Toi,,124.775833,-9.710833,Natural Landmark,Indonesia
163619,Tubu Tole Besar,,124.620833,-9.252778,Natural Landmark,Indonesia
163620,Tubu Tolekecil,,124.625,-9.260556,Natural Landmark,Indonesia
163621,Tubu Tomolo,,124.7725,-9.7775,Natural Landmark,Indonesia
163622,Tubu Tonom,,124.765278,-9.748889,Natural Landmark,Indonesia
163623,Tubu Tunman,,124.029722,-9.487222,Natural Landmark,Indonesia
163624,Tubu Ukipanen,,123.775278,-9.594722,Natural Landmark,Indonesia
163625,Tubu Umakaintolo,,124.951667,-9.093333,Natural Landmark,Indonesia
163626,Tubu Usapisnasa,,123.77,-9.566944,Natural Landmark,Indonesia
163627,Tubu Usbana,,124.526944,-9.191667,Natural Landmark,Indonesia
163628,Tubu Usbana,,124.5275,-9.191667,Natural Landmark,Indonesia
163629,Tubu Walsiniu,,124.789444,-9.109444,Natural Landmark,Indonesia
163630,Tubu Wialnau,,123.846944,-9.497222,Natural Landmark,Indonesia
163631,Tubu Witnesiw,,123.839444,-9.510278,Natural Landmark,Indonesia
163632,Tugu,,120.0204812,-9.7195192,Monument,Indonesia
163633,Tugu,,101.0526693,-1.4785782,Monument,Indonesia
163634,Tugu 2 Januari 1949 Perang Kemerdekaan Negara,,115.1158696,-2.5817713,Monument,Indonesia
163635,Tugu Adipura,,122.6118325,-5.4568476,Monument,Indonesia
163636,Tugu Adipura,,110.8111518,-7.5442891,Monument,Indonesia
163637,Tugu Adipura,,120.4583126,-6.1188913,Monument,Indonesia
163638,Tugu Adipura,,124.9209754,1.5282457,Monument,Indonesia
163639,Tugu Adipura,,98.6693265,3.6066592,Monument,Indonesia
163640,Tugu Adipura,,114.3915779,-3.0014137,Monument,Indonesia
163641,Tugu Adipura,,112.9608418,-2.5380774,Monument,Indonesia
163642,Tugu Adipura,,114.5898977,-3.3272184,Monument,Indonesia
163643,Tugu Adipura,,111.493685,0.0633598,Monument,Indonesia
163644,Tugu Adipura Bundaran Loceret,,111.8926795,-7.6468715,Monument,Indonesia
163645,Tugu Adipura Kencana,,115.1108946,-8.5370332,Monument,Indonesia
163646,Tugu Adipura Kota Negara,,114.6349587,-8.3608889,Monument,Indonesia
163647,Tugu Adipura Rembang,,111.3420286,-6.7042396,Monument,Indonesia
163648,Tugu Adipura Tanjungbalai,,99.7999812,2.9588838,Monument,Indonesia
163649,Tugu Adipura Trenggalek,,111.7093052,-8.0483186,Monument,Indonesia
163650,Tugu Adipura.,,100.631893,-0.2245258,Monument,Indonesia
163651,Tugu Air Mancur Rumah Gub Sumbar,,100.3614935,-0.9385858,Monument,Indonesia
163652,Tugu Anugerah Adipura,,115.3753234,-2.587555,Monument,Indonesia
163653,Tugu Api Pancasila,,106.8898541,-6.3020593,Monument,Indonesia
163654,Tugu Arun,,97.0488637,5.2191157,Monument,Indonesia
163655,Tugu Bambu,,107.1156082,-6.2704086,Monument,Indonesia
163656,Tugu Bambu Runcing,,112.7444085,-7.2677393,Monument,Indonesia
163657,Tugu Bambu Runcing,,101.4526301,0.5253175,Monument,Indonesia
163658,Tugu Bambu Runcing,,119.7727364,-3.5637619,Monument,Indonesia
163659,Tugu Bank Aceh Kota Subulussalam,,98.0021953,2.642313,Monument,Indonesia
163660,Tugu Bank Indonesia,,111.4963925,0.0696699,Monument,Indonesia
163661,Tugu Batas Bantan,,102.142475,1.4949532,Monument,Indonesia
163662,Tugu Batas Desa Lancijaya dengan Doromelo,,118.3150364,-8.5039965,Monument,Indonesia
163663,Tugu Batas Desa Patemon - Bojongsari,,109.3565734,-7.3526277,Monument,Indonesia
163664,Tugu Batas Kabupaten,,118.5103352,-8.4780026,Monument,Indonesia
163665,Tugu Batik Rembang,,111.3415643,-6.710398,Monument,Indonesia
163666,Tugu Bawang,,102.089593,1.4914304,Monument,Indonesia
163667,Tugu Bendo,,110.8703518,-7.6068547,Monument,Indonesia
163668,Tugu Beradat,,100.5376111,1.0803956,Monument,Indonesia
163669,Tugu Binarundak,,124.3218389,0.7177754,Monument,Indonesia
163670,Tugu Bondokapaka,,119.4239189,-9.4937844,Monument,Indonesia
163671,Tugu Boto,,110.7916127,-7.5328799,Monument,Indonesia
163672,Tugu Bubur Ayam,,107.0469594,-6.7508056,Monument,Indonesia
163673,Tugu Bundaran KB,,112.9505696,-2.5705153,Monument,Indonesia
163674,Tugu Bundaran Simpang Dado Pasar Buah Kota Jambi,,103.6171043,-1.5932203,Monument,Indonesia
163675,Tugu Burung Enggang Pasar Panas Perbatasan Kalsel-Kalteng,,115.2402817,-2.1982417,Monument,Indonesia
163676,Tugu Cawan Persaudaraan,,128.2856132,-3.6968958,Monument,Indonesia
163677,Tugu Cembengan,,110.8475468,-7.5577384,Monument,Indonesia
163678,Tugu Cengkeh,,120.8196477,1.0389929,Monument,Indonesia
163679,Tugu Cengkeh,,127.3121614,0.7609941,Monument,Indonesia
163680,Tugu Darussalam,,95.3699403,5.5720598,Monument,Indonesia
163681,Tugu Desa Kelawat,,102.2207443,-0.395242,Monument,Indonesia
163682,Tugu Desa Wisata Diro,,110.2317116,-7.7352982,Monument,Indonesia
163683,Tugu Diponegoro Karanggede,,110.6396981,-7.3606435,Monument,Indonesia
163684,Tugu Djalan Pedati,,107.7091987,-6.7798366,Monument,Indonesia
163685,Tugu Dodol Kandangan,,115.2658655,-2.7862849,Monument,Indonesia
163686,Tugu Durian,,109.9495364,-1.237949,Monument,Indonesia
163687,Tugu Empat Marga,,105.1060255,-4.4874864,Monument,Indonesia
163688,Tugu Equator Pangkalan Lesung,,102.1100378,-0.0002986,Monument,Indonesia
163689,Tugu FTZ,,104.6134123,1.1179301,Monument,Indonesia
163690,Tugu Gada Rujak Polo,,109.223425,-7.423933,Monument,Indonesia
163691,Tugu Garuda,,110.6673444,-6.5906189,Monument,Indonesia
163692,Tugu Garuda,,110.4237728,-7.8156317,Monument,Indonesia
163693,Tugu Garuda,,95.2552521,5.8727838,Monument,Indonesia
163694,Tugu Gatotkaca Cisontrol,,108.5116616,-7.2185846,Monument,Indonesia
163695,Tugu Gelas Ps.Modern,,106.9746125,-6.1700261,Monument,Indonesia
163696,Tugu Gemerlang,,105.3097812,-5.1162674,Monument,Indonesia
163697,Tugu Gerdu Laut,,112.0524298,-6.8868998,Monument,Indonesia
163698,Tugu Gong Sibolong,,106.8081231,-6.3686191,Monument,Indonesia
163699,Tugu Gula Habang,,115.3764151,-2.3403943,Monument,Indonesia
163700,Tugu Hari Jadi Kota Pelaihari,,114.7757861,-3.7902156,Monument,Indonesia
163701,Tugu Haruai,,115.5098046,-2.0164466,Monument,Indonesia
163702,Tugu Hiu,,102.3108886,-3.7666283,Monument,Indonesia
163703,Tugu Ibukota Kabupaten,,126.6777875,3.9994517,Monument,Indonesia
163704,Tugu Ikan Patin,,102.4426683,-0.3894411,Monument,Indonesia
163705,Tugu Ireng,,110.8567544,-7.5265232,Monument,Indonesia
163706,Tugu Jala Uden,,98.6908746,2.6780183,Tourist Attraction,Indonesia
163707,Tugu Jam,,110.890406,0.0247078,Monument,Indonesia
163708,Tugu Jam,,110.8311941,-7.5693831,Monument,Indonesia
163709,MH Thamrin Monument,,106.8230255,-6.1833143,Monument,Indonesia
163710,Tugu Jam UII,,110.4157859,-7.6875271,Monument,Indonesia
163711,Tugu Juang Nanga Pinoh,,111.7382399,-0.3332476,Monument,Indonesia
163712,Tugu Jukung Bundaran Kayutangi,,114.5894945,-3.2893717,Monument,Indonesia
163713,Tugu KM 0 Utara Miangas,,126.5779964,5.5500698,Monument,Indonesia
163714,Tugu Kabupaten Tangerang,,106.5061332,-6.2252368,Monument,Indonesia
163715,Tugu Karangasem,,110.4125045,-7.7514727,Tourist Attraction,Indonesia
163716,Tugu Kartasura,,110.7367644,-7.5503964,Monument,Indonesia
163717,Tugu Kartonyono,,111.4433315,-7.4107521,Monument,Indonesia
163718,Tugu Kasongan,,110.3349721,-7.8450809,Monument,Indonesia
163719,Tugu Kemandoran,,106.984237,-6.2600037,Monument,Indonesia
163720,Tugu Kepri,,104.0530595,1.1300506,Monument,Indonesia
163721,Tugu Keris,,101.4521183,0.5102716,Monument,Indonesia
163722,Tugu Keris,,110.6255168,-7.552447,Monument,Indonesia
163723,Equator Monument,,109.3221509,0.0009066,Monument,Indonesia
163724,Tugu Khatulistiwa Santan Ulu,,117.36327,-7.12e-05,Monument,Indonesia
163725,Tugu Kijang,,115.9971042,-3.201707,Monument,Indonesia
163726,Tugu Kirab,,122.6019748,-5.4620469,Monument,Indonesia
163727,Tugu Kujang,,106.8050561,-6.6014214,Monument,Indonesia
163728,Tugu Latsitarda Trenggalek,,111.7083222,-8.0553692,Monument,Indonesia
163729,Tugu Walet,,109.6609063,-7.6708648,Monument,Indonesia
163730,Tugu Lilin,,110.7838034,-7.5676663,Monument,Indonesia
163731,Tugu Lilin Baturan,,110.784225,-7.5445049,Monument,Indonesia
163732,Tugu Lonsum,,107.6572803,-7.2307262,Monument,Indonesia
163733,Tugu Lumba-Lumba,,100.6521157,2.0874185,Monument,Indonesia
163734,Tugu Makam Raja Silahisabungan,,98.5283464,2.8126678,Monument,Indonesia
163735,Tugu Manggis,,106.7834704,-6.1880694,Monument,Indonesia
163736,Tugu Mangkok Pancasila,,110.7757526,-7.5295863,Monument,Indonesia
163737,Tugu Manunggal,,100.5530066,-0.4638187,Monument,Indonesia
163738,Tugu Manunggal Utara,,112.0796219,-6.8970317,Monument,Indonesia
163739,Tugu Marmer Plesungan,,110.8483672,-7.5284983,Monument,Indonesia
163740,Tugu Menara,,122.5196734,-3.9617986,Monument,Indonesia
163741,Tugu Mini Monas,,117.4433666,-0.3029443,Monument,Indonesia
163742,Tugu Muda,,110.4093194,-6.98431,Monument,Indonesia
163743,Tugu Naruto,,111.7476762,-0.3450396,Monument,Indonesia
163744,Tugu Nelayan Kp. Melayu,,104.1402473,1.1395798,Monument,Indonesia
163745,Tugu Noreh Karet Simpang Pinoh,,111.449455,-0.0255746,Monument,Indonesia
163746,Tugu PKK,,110.8881857,0.0222397,Monument,Indonesia
163747,Tugu PKK,,106.1136089,-2.119228,Monument,Indonesia
163748,Heroes Monument,,112.7378687,-7.2458381,Monument,Indonesia
163749,Tugu Pahlawan,,105.2575202,-5.4087421,Monument,Indonesia
163750,Tugu Pakah,,112.1138449,-6.9820666,Monument,Indonesia
163751,Tugu Pal Gamping,,110.3259596,-7.8002901,Monument,Indonesia
163752,Tugu Pal Putih Jogya,,110.3670518,-7.7829162,Monument,Indonesia
163753,Tugu Palam,,114.8110689,-3.4614215,Monument,Indonesia
163754,Tugu Pamahanunusa,,128.960156,-3.3053616,Monument,Indonesia
163755,Tugu Pamulang,,106.7362098,-6.3442171,Monument,Indonesia
163756,Tugu Pan Balang Tamak,,114.6215265,-8.3571221,Monument,Indonesia
163757,Tugu Pancakarsa,,106.853199,-6.5325686,Monument,Indonesia
163758,Tugu Pasekan,,110.6166966,-7.5050833,Monument,Indonesia
163759,Tugu Pawibili,,131.3371821,-0.9479808,Monument,Indonesia
163760,Tugu Pejuang Nasional Aman Dimot,,96.8464947,4.6216743,Monument,Indonesia
163761,Tugu Pelni,,106.1144474,-2.1277623,Monument,Indonesia
163762,Tugu Pemandengan,,110.8303035,-7.5695399,Monument,Indonesia
163763,Tugu Pena Ceria,,105.3060915,-5.1141481,Monument,Indonesia
163764,Tugu Pena Penanggalan,,98.0369781,2.6229837,Monument,Indonesia
163765,Tugu Pendidikan,,101.5639357,-0.531079,Monument,Indonesia
163766,Tugu Pensil,,110.2055924,-7.8760586,Monument,Indonesia
163767,Tugu Perbatasan,,102.0323603,0.9171137,Monument,Indonesia
163768,Tugu Perbatasan Pekanbaru,,101.5899365,0.4651537,Monument,Indonesia
163769,Tugu Perbatasan Siak - Bengkalis,,102.1317716,1.1769143,Monument,Indonesia
163770,Tugu Perbatasan Sidadadi - Rangkasan,,108.6901045,-7.3919637,Monument,Indonesia
163771,Tugu Perbatasan Tuban - Lamongan,,112.170954,-6.9001609,Monument,Indonesia
163772,Tugu Perbatasan Tuban - Lamongan,,112.1710063,-6.9002834,Monument,Indonesia
163773,Tugu Perdamaian,,119.9123622,-0.855447,Monument,Indonesia
163774,Tugu Peresmian Rumah Cepat Jawa Pos - TNI AL,,110.3631794,-7.945758,Monument,Indonesia
163775,Tugu Peringatan Banjir Bandang Garut,,107.8988333,-7.2201807,Monument,Indonesia
163776,Bali Bombing Memorial (Ground Zero Monument),,115.1744894,-8.7173186,Monument,Indonesia
163777,Tabalong Historical Memorials,,115.3811605,-2.1664974,Monument,Indonesia
163778,Tugu Perjuangan 45,,98.4947686,3.61049,Monument,Indonesia
163779,Tugu Pesawat Hercules,,114.7442441,-3.4412302,Monument,Indonesia
163780,Tugu Photocopy,,100.7462145,-0.5291232,Monument,Indonesia
163781,Tugu Poci,,109.13968,-6.9741651,Monument,Indonesia
163782,Tugu Program Pokok PKK,,112.0689503,-6.9030605,Monument,Indonesia
163783,Tugu Proklamasi,,106.8468522,-6.2032131,Monument,Indonesia
163784,Tugu Proklamasi,,112.9589852,-2.5393186,Monument,Indonesia
163785,Tugu Proklamasi Padang,,100.3558505,-0.9556363,Monument,Indonesia
163786,Tugu Punokawan,,110.727264,-7.444349,Monument,Indonesia
163787,Tugu Pusat Negeri Hutumuri,,128.2859018,-3.6969766,Monument,Indonesia
163788,Tugu Raja Mataniari Tambun,,99.1258373,2.5175939,Museum,Indonesia
163789,Tugu Rambutan,,122.4047327,-4.8100745,Monument,Indonesia
163790,Tugu Ratik Togak,Tugu Khas Kabupaten Rokan Hulu,100.3110556,0.894887,Monument,Indonesia
163791,Tugu Rato Nago Besanding,,105.087072,-4.5396876,Monument,Indonesia
163792,Tugu Rawa Kalong,,107.0449201,-6.2249537,Monument,Indonesia
163793,Tugu Religi Sultra Letter Sign,,122.5147565,-3.9744487,Monument,Indonesia
163794,Tugu Rencong,,97.1384269,5.1825632,Monument,Indonesia
163795,Tugu Reyog Ponorogo,,111.5123117,-7.7993025,Monument,Indonesia
163796,Tugu Sambi,,110.6959356,-7.4870679,Monument,Indonesia
163797,Tugu Sawangan,,106.7707009,-6.4032579,Monument,Indonesia
163798,Tugu Selamat Datang,,117.0861948,-0.5757956,Monument,Indonesia
163799,Tugu Selamat Datang Raja Ampat,,130.8102782,-0.4259899,Monument,Indonesia
163800,Tugu Selamat Datang di Kota Bandung,,107.5692076,-6.9106213,Monument,Indonesia
163801,Tugu Semar Temon,,110.7131138,-7.4429004,Monument,Indonesia
