Name,URL
"Doleshwor Mahadeva, the head of the Kedarnath","https://www.google.com/maps/place/Doleshwar+Mahadev+Temple/@27.6388668,85.4358342,17z/data=!4m8!3m7!1s0x39eb102067c08f1d:0x53d813e833fbae4!8m2!3d27.6388668!4d85.4384091!9m1!1b1!16s%2Fm%2F0ll0t_h?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Maha Manjushree Temple (Saraswatisthan or Lhasapakhe),Error
Mahalaxmi temple of Thimi,Error
Bode Kumari Temple,Error
Thimi Pottery Square,"https://www.google.com/maps/place/Thimi+Pottery+Square/@27.6793234,85.3822679,17z/data=!4m8!3m7!1s0x39eb1bb18166f277:0x60ee195bb2f36ca3!8m2!3d27.6793234!4d85.3848428!9m1!1b1!16s%2Fg%2F11p0vd405n?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Bisantaki Tirtha-Shileshwor,Error
Chonga Ganesh Temple and jungle of Sallaghari,"https://www.google.com/maps/place/Chonga+Ganesh+Temple/@27.6742589,85.408373,17z/data=!4m7!3m6!1s0x39eb1a90ba453961:0xcc32ac4fe3937bc3!8m2!3d27.6742589!4d85.4109479!10e1!16s%2Fg%2F1tj5jklt?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Hanuman Ghat (Khorhe) of Bhaktapur,Error
Mahankal Trishul Danda,Error
Buddha Peace Park,"https://www.google.com/maps/place/Buddha+Peace+Park/@27.709765,85.4998404,17z/data=!4m8!3m7!1s0x39eb05cb18e1bd23:0xfab47d9aa45fe2c6!8m2!3d27.709765!4d85.5024153!9m1!1b1!16s%2Fg%2F11dfhtdj4k?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Suryabinayak temple,"https://www.google.com/maps/place/Suryabinayak+Ganesh+Temple/@27.6562438,85.420847,17z/data=!4m7!3m6!1s0x39eb10093513bdbd:0xa2e924b9285560c6!8m2!3d27.6562438!4d85.4234219!10e1!16s%2Fm%2F0nd3h1r?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Taumadhi Square,Error
Dattatraya Square,"https://www.google.com/maps/place/Dattatraya+Temple+%E0%A4%A6%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%AF+%E0%A4%AE%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A4%BF%E0%A4%B0/@27.6734281,85.4328039,17z/data=!4m7!3m6!1s0x39eb1aad7a6c0001:0xc28ecfd4c98a91f4!8m2!3d27.6734281!4d85.4353788!10e1!16s%2Fg%2F11c31963s0?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Pottery Square of Bhaktapur,"https://www.google.com/maps/place/Pottery+Square+(Talako+Tole)+-+%E0%A4%95%E0%A5%81%E0%A4%AE%E0%A5%8D%E0%A4%B9%E0%A4%83+%E0%A4%A4%E0%A5%8D%E0%A4%B5/@27.669785,85.4251838,17z/data=!4m7!3m6!1s0x39eb1b146e278beb:0x752e51a568b15ac7!8m2!3d27.669785!4d85.4277587!10e1!16s%2Fg%2F11j3rqnd2q?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Latarambeshwor Mahadev temple,Error
Aashapuri,Error
Muhan Pokhari,Error
Kalamasi-Bojini dam site and picnic spot,"https://www.google.com/maps/place/%E0%A4%AC%E0%A5%8B%E0%A4%9C%E0%A4%BF%E0%A4%A8%E0%A5%80+%E0%A4%A1%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%AE+%E0%A4%A4%E0%A4%A5%E0%A4%BE+%E0%A4%AA%E0%A4%BF%E0%A4%95%E0%A4%A8%E0%A4%BF%E0%A4%95+%E0%A4%B8%E0%A5%8D%E0%A4%A5%E0%A4%B2/@27.6927496,85.4961165,17z/data=!4m7!3m6!1s0x39eb05bf44954c57:0x5e504e47b15e4623!8m2!3d27.6927496!4d85.4986914!10e1!16s%2Fg%2F11g6xk7dnx?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Changu,Error
Telkot,Error
Gundu,Error
Chaling,Error
Subarneshwor Mahadeva Temple,Error
Anantalingeshwor Mahadeva Temple,Error
Bode,Error
Thimi,Error
All about the tallest statue of Kailashnath Mahadeva,"https://www.google.com/maps/place/Kailashnath+Mahadev+Statue/@27.6460946,85.4716214,17z/data=!4m8!3m7!1s0x39eb0f753fffff8b:0xa7066333d51960b4!8m2!3d27.6460946!4d85.4741963!9m1!1b1!16s%2Fm%2F0j3gqrb?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Sagarmatha National Park,"https://www.google.com/maps/place/Sagarmatha+National+Park/@27.9324234,86.6988145,17z/data=!4m8!3m7!1s0x39e854b9e858ff5b:0xa79466607d8747be!8m2!3d27.9324234!4d86.7013894!9m1!1b1!16zL20vMDIweXB6?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
Kathmandu Valley ,"https://www.google.com/maps/place/Kathmandu+Valley/@27.6666659,85.3397003,15z/data=!4m7!3m6!1s0x39eb19f95ee58aff:0x18c88ee802315e15!8m2!3d27.6666667!4d85.35!10e1!16zL20vMDZxanFu?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
"Lumbini, the Birthplace of the Lord Buddha","https://www.google.com/maps/place/Birthplace+of+Gautama+Buddha/@27.4693726,83.273209,17z/data=!4m8!3m7!1s0x399695c9ba91d0cf:0xfb81e5b97d30869b!8m2!3d27.4693726!4d83.2757839!9m1!1b1!16s%2Fg%2F11rlztd7nt?hl=en&entry=ttu&g_ep=EgoyMDI0MTIxMS4wIKXMDSoASAFQAw%3D%3D"
